(AICL) root@4c91ca1b33d2:~/conda/share/doc/AICL# sh ./scripts/train.sh
Using device: cuda
[0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000]
[0.6785 0.6263 0.5458 0.4432 0.3411 0.2335 0.1358]
epoch=  696  step= 9050  Loss=1.2254  cls_acc=83.81  best_map=43.28
[0.6791 0.6254 0.5458 0.4441 0.3421 0.2344 0.1359]
epoch=  699  step= 9100  Loss=1.1927  cls_acc=83.33  best_map=43.28
[0.6838 0.6281 0.5442 0.4373 0.3390 0.2332 0.1317]
epoch=  703  step= 9150  Loss=1.1829  cls_acc=85.24  best_map=43.28
[0.6822 0.6286 0.5422 0.4441 0.3395 0.2334 0.1360]
epoch=  707  step= 9200  Loss=1.1558  cls_acc=84.76  best_map=43.28
[0.6807 0.6272 0.5451 0.4464 0.3420 0.2371 0.1361]
epoch=  711  step= 9250  Loss=1.1701  cls_acc=84.76  best_map=43.28
[0.6791 0.6259 0.5449 0.4428 0.3368 0.2326 0.1338]
epoch=  715  step= 9300  Loss=1.1986  cls_acc=83.81  best_map=43.28
[0.6808 0.6280 0.5437 0.4434 0.3422 0.2349 0.1358]
epoch=  719  step= 9350  Loss=1.1489  cls_acc=84.76  best_map=43.28
[0.6828 0.6279 0.5420 0.4386 0.3381 0.2318 0.1324]
epoch=  723  step= 9400  Loss=1.1313  cls_acc=85.24  best_map=43.28
[0.6823 0.6294 0.5423 0.4414 0.3415 0.2323 0.1341]
epoch=  726  step= 9450  Loss=1.1317  cls_acc=84.76  best_map=43.28
[0.6814 0.6286 0.5439 0.4390 0.3353 0.2307 0.1346]
epoch=  730  step= 9500  Loss=1.1123  cls_acc=85.24  best_map=43.28
[0.6853 0.6278 0.5392 0.4337 0.3324 0.2278 0.1269]
epoch=  734  step= 9550  Loss=1.1110  cls_acc=85.71  best_map=43.28
[0.6827 0.6277 0.5445 0.4436 0.3395 0.2303 0.1346]
epoch=  738  step= 9600  Loss=1.0925  cls_acc=84.76  best_map=43.28
[0.6819 0.6250 0.5401 0.4335 0.3347 0.2315 0.1311]
epoch=  742  step= 9650  Loss=1.0835  cls_acc=84.29  best_map=43.28
[0.6832 0.6300 0.5463 0.4476 0.3406 0.2353 0.1370]
epoch=  746  step= 9700  Loss=1.0918  cls_acc=84.29  best_map=43.28
[0.6833 0.6278 0.5414 0.4395 0.3371 0.2299 0.1344]
epoch=  749  step= 9750  Loss=1.1139  cls_acc=84.76  best_map=43.28
[0.6838 0.6317 0.5478 0.4466 0.3409 0.2343 0.1337]
epoch=  753  step= 9800  Loss=1.4990  cls_acc=83.81  best_map=43.28
[0.6879 0.6343 0.5483 0.4492 0.3465 0.2381 0.1349]
epoch=  757  step= 9850  Loss=1.5393  cls_acc=84.76  best_map=43.42
[0.6888 0.6322 0.5494 0.4521 0.3474 0.2385 0.1369]
epoch=  761  step= 9900  Loss=1.3766  cls_acc=83.33  best_map=43.50
[0.6934 0.6388 0.5512 0.4503 0.3455 0.2364 0.1365]
epoch=  765  step= 9950  Loss=1.3035  cls_acc=84.29  best_map=43.60
[0.6934 0.6377 0.5557 0.4524 0.3473 0.2370 0.1365]
epoch=  769  step=10000  Loss=1.2585  cls_acc=84.76  best_map=43.71
[0.6863 0.6322 0.5458 0.4481 0.3421 0.2361 0.1369]
epoch=  773  step=10050  Loss=1.2103  cls_acc=83.33  best_map=43.71
[0.6904 0.6343 0.5524 0.4538 0.3475 0.2372 0.1381]
epoch=  776  step=10100  Loss=1.1749  cls_acc=84.76  best_map=43.71
[0.6893 0.6380 0.5562 0.4510 0.3480 0.2384 0.1404]
epoch=  780  step=10150  Loss=1.1448  cls_acc=83.81  best_map=43.73
[0.6891 0.6340 0.5533 0.4548 0.3497 0.2403 0.1394]
epoch=  784  step=10200  Loss=1.1224  cls_acc=83.81  best_map=43.73
[0.6869 0.6301 0.5491 0.4490 0.3420 0.2311 0.1372]
epoch=  788  step=10250  Loss=1.0956  cls_acc=84.29  best_map=43.73
[0.6833 0.6280 0.5437 0.4492 0.3431 0.2338 0.1350]
epoch=  792  step=10300  Loss=1.0650  cls_acc=83.33  best_map=43.73
[0.6886 0.6382 0.5569 0.4539 0.3552 0.2440 0.1441]
epoch=  796  step=10350  Loss=1.0501  cls_acc=84.29  best_map=44.01
[0.6917 0.6373 0.5507 0.4508 0.3443 0.2383 0.1364]
epoch=  799  step=10400  Loss=1.0581  cls_acc=83.81  best_map=44.01
[0.6908 0.6361 0.5489 0.4522 0.3454 0.2376 0.1386]
epoch=  803  step=10450  Loss=1.0207  cls_acc=84.29  best_map=44.01
[0.6852 0.6293 0.5447 0.4468 0.3408 0.2372 0.1380]
epoch=  807  step=10500  Loss=1.0116  cls_acc=83.81  best_map=44.01
[0.6837 0.6286 0.5426 0.4424 0.3368 0.2313 0.1329]
epoch=  811  step=10550  Loss=0.9982  cls_acc=83.33  best_map=44.01
[0.6862 0.6336 0.5513 0.4507 0.3448 0.2367 0.1400]
epoch=  815  step=10600  Loss=0.9706  cls_acc=83.81  best_map=44.01
[0.6899 0.6362 0.5485 0.4479 0.3407 0.2328 0.1342]
epoch=  819  step=10650  Loss=0.9677  cls_acc=84.76  best_map=44.01
[0.6880 0.6360 0.5505 0.4535 0.3456 0.2368 0.1380]
epoch=  823  step=10700  Loss=0.9406  cls_acc=84.29  best_map=44.01
[0.6849 0.6321 0.5492 0.4509 0.3460 0.2352 0.1390]
epoch=  826  step=10750  Loss=0.9378  cls_acc=83.81  best_map=44.01
[0.6855 0.6316 0.5443 0.4462 0.3411 0.2337 0.1349]
epoch=  830  step=10800  Loss=0.9338  cls_acc=84.29  best_map=44.01
[0.6815 0.6255 0.5393 0.4419 0.3380 0.2324 0.1322]
epoch=  834  step=10850  Loss=0.9247  cls_acc=83.33  best_map=44.01
[0.6898 0.6337 0.5463 0.4479 0.3419 0.2314 0.1360]
epoch=  838  step=10900  Loss=0.9001  cls_acc=82.86  best_map=44.01
[0.6884 0.6313 0.5436 0.4467 0.3387 0.2284 0.1329]
epoch=  842  step=10950  Loss=0.8859  cls_acc=84.29  best_map=44.01
[0.6799 0.6273 0.5423 0.4447 0.3397 0.2341 0.1362]
epoch=  846  step=11000  Loss=0.8873  cls_acc=84.76  best_map=44.01
[0.6840 0.6294 0.5423 0.4451 0.3404 0.2330 0.1343]
epoch=  849  step=11050  Loss=0.8714  cls_acc=84.29  best_map=44.01
[0.6850 0.6277 0.5444 0.4407 0.3389 0.2312 0.1356]
epoch=  853  step=11100  Loss=0.8549  cls_acc=83.33  best_map=44.01
[0.6825 0.6239 0.5374 0.4377 0.3349 0.2292 0.1303]
epoch=  857  step=11150  Loss=0.8462  cls_acc=83.33  best_map=44.01
[0.6884 0.6309 0.5377 0.4420 0.3377 0.2310 0.1319]
epoch=  861  step=11200  Loss=0.8460  cls_acc=85.24  best_map=44.01
[0.6844 0.6311 0.5460 0.4454 0.3425 0.2358 0.1393]
epoch=  865  step=11250  Loss=0.8343  cls_acc=84.29  best_map=44.01
[0.6904 0.6319 0.5440 0.4447 0.3389 0.2309 0.1315]
epoch=  869  step=11300  Loss=0.8415  cls_acc=83.81  best_map=44.01
[0.6842 0.6282 0.5432 0.4454 0.3450 0.2361 0.1380]
epoch=  873  step=11350  Loss=0.8265  cls_acc=84.29  best_map=44.01
[0.6910 0.6316 0.5416 0.4415 0.3350 0.2316 0.1279]
epoch=  876  step=11400  Loss=0.8122  cls_acc=84.76  best_map=44.01
[0.6856 0.6306 0.5455 0.4460 0.3433 0.2339 0.1388]
epoch=  880  step=11450  Loss=0.8028  cls_acc=83.81  best_map=44.01
[0.6884 0.6312 0.5407 0.4441 0.3422 0.2348 0.1358]
epoch=  884  step=11500  Loss=0.7927  cls_acc=85.24  best_map=44.01
[0.6829 0.6247 0.5374 0.4394 0.3371 0.2306 0.1318]
epoch=  888  step=11550  Loss=0.7899  cls_acc=83.81  best_map=44.01
[0.6861 0.6264 0.5351 0.4399 0.3352 0.2292 0.1312]
epoch=  892  step=11600  Loss=0.7861  cls_acc=84.76  best_map=44.01
[0.6857 0.6301 0.5369 0.4420 0.3355 0.2296 0.1325]
epoch=  896  step=11650  Loss=0.7705  cls_acc=84.29  best_map=44.01
[0.6814 0.6221 0.5353 0.4375 0.3355 0.2276 0.1304]
epoch=  899  step=11700  Loss=0.7674  cls_acc=83.81  best_map=44.01
